16			A Simplified Grammar of the Spanish Language	1890			Google Books	rfUsAAAAYAAJ	http://books.google.com/books?id=rfUsAAAAYAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PR2#v=onepage&q&f=false		full view	Y		Spanish				lots of tables w/o OCR
17			A simplified grammar and reading book of the Panjābī language	1889			Google Books	Q0mgYpahT-gC	http://books.google.com/books?id=Q0mgYpahT-gC&dq=Simplified%20grammar%20of%20the%20language&pg=PP1#v=onepage&q&f=false		Full Text		Indic	Panjabi				OCR: none for native orthography; some transcription is present but often in tables lacking OCR
18			A simplified grammar of the Ottoman-Turkish language	1884			Google Books	Bj1bAAAAQAAJ	http://books.google.com/books?id=Bj1bAAAAQAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PR3#v=onepage&q&f=false		Full Text		Arabic	Turkish				a few bitexts with romanization
19			Simplified grammar of Hindūstānī, Persian and Arabic	1890			Google Books	EG3zAAAAMAAJ	http://books.google.com/books?id=EG3zAAAAMAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PR3#v=onepage&q&f=false		Full Text		Arabic, Latin	Hindustani,Persian,Arabic				
20			A concise and simplified grammar of the Spanish language	1840			Google Books	wdoDAAAAQAAJ	http://books.google.com/books?id=wdoDAAAAQAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PR1#v=onepage&q&f=false		full view	Y	Latin-based	Spanish				tables lack OCR
21			Simplified Grammar of Modern Greek				Google Books	MfMIAAAAQAAJ	http://books.google.com/books?id=MfMIAAAAQAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PP1#v=onepage&q&f=false		Full Text	No	Greek	Modern Greek				
22			A Short Grammar of the Bulgarian Language with Reading Lessons				Google Books	WVFEAAAAIAAJ	http://books.google.com/books?id=WVFEAAAAIAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=RA1-PA78#v=onepage&q&f=false		Full Text	No		Bulgarian				
23			A Grammar of the Old Friesic Language				Google Books	-spIAAAAIAAJ	http://books.google.com/books?id=-spIAAAAIAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PA146#v=onepage&q&f=false		Full Text	Partial		Old Frisian		English		
24			A Simplified Grammar of the French Language				Google Books	FoICAAAAQAAJ	http://books.google.com/books?id=FoICAAAAQAAJ&dq=Simplified%20grammar%20of%20the%20language&pg=PA42#v=onepage&q&f=false		Full Text	Partial	Latin-based	French				
25			Library Digital Collection simple search						http://quod.lib.umich.edu/cgi/t/text/text-idx?page=simple&c=genpub									searching in 'subject' for keyword 'language' yields 582 hits; precision seems quite high.  A few examples follow.  The entire OCR'd text can be downloaded by going to 'list of all pages' and following the 'view entire text' link.  An issue is that in many cases the reference language is not English, but rather Spanish, German, Dutch, etc.
26			Thai-English Dictionary				Digital General Collection	aqb1074.0001.001	http://name.umdl.umich.edu/aqb1074.0001.001		Full Text	Yes	Thai	Thai			http://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;q1=language;rgn=main;view=text;idno=aqb1074.0001.001 OCR text	some Romanization, but not enough
27			English-Siamese Dictionary				Digital General Collection	0489953.0001.001	http://name.umdl.umich.edu/0489953.0001.001		Full Text		Thai	Thai		English	https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;q1=language;rgn=main;view=text;idno=0489953.0001.001	OCR text
28			Diccionario espanol-bisaya para las provincias de Sámar y Leyte			N	Digital General Collection	0946475.0001.001	https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;view=toc;idno=0946475.0001.001		Full Text	Yes		Bisaya		Spanish	https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;rgn=main;view=text;idno=0946475.0001.001	OCR text
29			Lateinisches etymologisches wörterbuch				Digital General Collection	1057917.0001.001	https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;view=toc;idno=1057917.0001.001					Latin			https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;rgn=main;view=text;idno=1057917.0001.001	OCR text
30			Čeština pro cizince. Czech for English speaking students			N	Digital General Collection	1906858.0001.001	https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;view=toc;idno=1906858.0001.001		Full Text	Fragmentary	Latin + diacritics	Czech		English		
31			Grammar and dictionary of the Pangasinan language				Digital General Collection	3028536.0001.001	https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;view=toc;idno=3028536.0001.001					Pangasinan			https://quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;rgn=main;view=text;idno=3028536.0001.001	OCR text
32			Toda Grammar and Texts; Murray B. Emeneau	1984			Google Books	-B94uj2p4hQC			Full Text		IPA	Toda		English		
33		Arthur A. Macdonell	A Sanskrit-English Dictionary	1893			Google Books	-P9SIJE2IvAC			Full Text		Sanskrit, Latin	Sanskrit		English		
35		Leonard Bloomfield, Alfredo Viola Santigago	Tagalog texts with grammatical analysis: Volume 3	1917			Google Books	0J4TAAAAYAAJ			Full Text		Latin-based	Tagalog		English		
36		Pliny Earle Goddard	Chipewyan texts: Volume 10, Issues 1-6	1912			Google Books	0u4SAAAAYAAJ			Full Text		Latin	Chippewa		English		
37		David Hazlewood	A Feejeean and English dictionary	1850			Google Books	11wiAAAAMAAJ			Full Text		Latin	Fijian		English		
38		Stephen Langdon	Sumerian liturgical texts	1917			Google Books	1qFDAAAAYAAJ			Full Text		Latin	Sumerian		English		
39		Benjamin Clough	A Sinhalese-English dictionary	1892			Google Books	2AQVAAAAYAAJ			Full Text		Sinhalese, Latin	Sinhalese		English		
40		Arno Poebel	Grammatical texts: Part 1	1914			Google Books	2n5DAAAAYAAJ			Full Text		Latin	Sumerian		English		
41		John Entick, William Crakelt	Tyronis thesaurus, or, Entick's new Latin English dictionary	1822			Google Books	3JoRAAAAIAAJ			Full Text		Latin	Latin		English		
42		Albert Kropf	A Kaffir-English dictionary	1899			Google Books	3y0OAAAAIAAJ			Full Text		Latin	Kaffir		English		
43		Leonard William King	The Seven Tablets of Creation: Supplementary texts	1902			Google Books	4QRjAAAAMAAJ			Full Text		Cuneiform	Babylonian		None		
44		Friedrich Max Muller, Bunyiu Nanjio, Georg Buhler	Buddhist texts from Japan	1881			Google Books	5dAGAAAAYAAJ			Full Text		Tibetan	Tibetan		None		
45			Zigula-English dictionary				Google Books	8GNGAAAAYAAJ			Full Text	Partial	Latin	Zigula		English		
46		Heli Chatelain	Folktales of Angola	1894			Google Books	9gMUAAAAYAAJ			Full Text		Latin	Ki-Mbundu		English		
47		Edward Blair Michell	A Siamese English Dictionary				Google Books	CKsg_faIxrUC			Full Text		Thai	Thai		English		
48		John Dyneley Prince	Passamaquoddy texts	1921			Google Books	CceEAAAAIAAJ			Full Text		Latin	Passamaquoddy		English		DUPLICATE of 103
49			A modern Syriac-English dictionary, Part 1				Google Books	CjEOAAAAIAAJ			Full Text	No	Arabic	Syriac		English		
50		Samuel Birch	Egyptian texts	1877			Google Books	FxgGAAAAQAAJ			Full Text		Hieroglyphs, Latin	Egyptian		English		
51		Edward Sapir	Takelma texts: Volume 2, Issues 1-2	1914			Google Books	HQoTAAAAYAAJ			Full Text		Latin-based	Takelma		English		
52		James Mack Crawford	Cocopa texts	1983			Google Books	MRW3MB6svh8C			Full Text		Latin-based	Cocopa		English		
53		Charles Nigg	A Tagalog English Dictionary	1904			Google Books	OSLC9rRbnWQC			Full Text		Latin	Tagalog		English		
54		William Jones	Fox texts	1907			Google Books	PCUSAAAAYAAJ			Full Text		Latin-based	Fox		English		
55		Miki Yamaguchi, Iwae Irie	A new critical Japanese-English dictionary	1907			Google Books	PiciAAAAMAAJ			Full Text		Japanese, Latin	Japanese		English		
56		Waldemar Bogoras, Franz Boas	Koryak texts	1917			Google Books	RlCEAAAAIAAJ			Full Text		Latin-based	Koryak		English		
57		Richard Cleasby, Guobrandur Vigfusson, Sir George Webbe Dasent	An Icelandic-English dictionary	1874			Google Books	RnEJAAAAQAAJ			Full Text		Latin	Icelandic		English		
58		Alice Shepherd	Wintu texts	1989			Google Books	SxXlC86ODcUC			Full Text		Latin-based	Wintu		English		
59		E.B. Michell	Siamese-English Dictionary	1892			Google Books	T2Z7VORaB38C			Full Text		Thai, Latin	Thai		English		
60			The standard Sanskrit-English dictionary				Google Books	TB0YAAAAYAAJ			Full Text	No	Sanskrit	Sanskrit		English		
61		Franz Boas, George Hunt	Kwakiutl texts	1905			Google Books	VULYAAAAMAAJ			Full Text		Latin-based	Kwakiutl		English		
62		Alexander Harkavy	Complete English-Jewish dictionary	1891			Google Books	W3MVAAAAYAAJ			Full Text		Hebrew	Hebrew		English		
63			Trukese-English dictionary				Google Books	WH8YU61L_70C			Full Text	No	Latin	Trukese		English		
64			Japanese-English dictionary				Google Books	WhhkAAAAMAAJ			Full Text	Partial	Japanese, Latin	Japanese		English		
65		Clifton Daggett Gray	The Samas religious texts	1901			Google Books	YmMaAAAAYAAJ			Full Text		Latin	Samas		English		
66		Alfred T. Bryant	A Zulu-English dictionary with notes on pronunciation	1905			Google Books	Z78NAAAAYAAJ			Full Text		Latin	Zulu		English		
67		Joseph Samuel Christian Frederick Frey	A Hebrew, Latin, and English dictionary, Volume 2	1819			Google Books	au_fAAAAMAAJ			Full Text		Hebrew, Latin	Hebrew		English		
68		Friedrich Max Muller	Buddhist texts from Japan	1881			Google Books	epooAAAAYAAJ			Full Text		Tibetan	Tibetan		None		
69			Pahlavi, Gujarati and English dictionary, Volume 2	1879			Google Books	fE0IAAAAQAAJ			Full Text		Indic, Latin	Pahlavi Gujarati		English		
70		C. H. Grandgent	Italian grammar				Digital General Collection	1803622.0001.001	http://name.umdl.umich.edu/1803622.0001.001		Full Text		Latin	Italian		English		
71		William Marsden	A dictionary and grammar of the Malayan language				Digital General Collection	aby7366.0001.001	http://name.umdl.umich.edu/ABY7366.0001.001		Full Text		Malayan, Latin	Malayan		English		Downloaded for ABBYY scanning.
72			Telugu-English dictionary				Google Books	fXEIAAAAQAAJ				Partial	Telugu, Latin	Telugu		English		
73		L. O. Skrefsrud	A grammar of the Santhal language			Y	Digital General Collection	AAU0434.0001.001	http://name.umdl.umich.edu/AAU0434.0001.001		Full Text		Latin + diacritics	sat		eng		In fm as 'santhal'. Downloaded for ABBYY scanning.
75			Coss texts				Google Books	g9NYAAAAMAAJ 			Full Text	No	(Latin)	Coos		English		
76			The oldest English				Google Books	i0wsAAAAYAAJ			Full Text	No	Latin	Old English		English		
77			Tyronis thesaurus or Entick's Latin-English dictionary				Google Books	k1ZFAAAAYAAJ			Full Text	Yes	Latin	Latin		English		
78			Kathlamet Texts				Google Books	kekNAAAAIAAJ			Full Text	No	(Latin)	Kathlamet		English		
79			Kathlamet Texts				Google Books	ketbJbTTUIEC			Full Text	No	(Latin)	Kathlamet		English		
80			Yana texts				Google Books	ko8LAAAAIAAJ			Full Text	Partial	Latin 	Yana		English		
81			Zulu-English dictionary				Google Books	kpACAAAAQAAJ			Full Text	Yes	Latin	Zulu		English		
82			Chinook texts				Google Books	kVkSAAAAYAAJ			Full Text	No	Latin	Chinook		English		
83			A Simplified Grammar of the Swedish Language				Google Books	mLFEAAAAIAAJ			Full Text	Yes	Latin	Swedish				No gloss information available
84			A Simplified Grammar of the Hungarian Language				Google Books	oyNdAAAAIAAJ			Full Text		Latin	Hungarian				Gloss not available.
85			A Latin-English dictionary				Google Books	pakCAAAAQAAJ			Full Text	Partial	Latin 	Latin		English		
86			A Simplified Grammar of the Spanish Language				Google Books	rfUsAAAAYAAJ			Full Text	Partial	Latin	Spanish				Gloss not available.
87			A Siamese-English dictionary				Google Books	rh0YAAAAYAAJ			Full Text	No	Thai 	Thai		English		
88			A Santali-English dictionary				Google Books	tBYVAAAAYAAJ			Full Text	Yes	Latin	Santali		English		
89			Ojibwa texts: Volume 1				Google Books	thWDAAAAIAAJ			Full Text	Fragmentary	Latin 	Ojibwa		English		
90			Old-Latin Biblical texts: Issue 1				Google Books	uUf4Es7Gt2YC			Full Text	No	Latin	Latin				Gloss not available. 
92			A Lenape-English dictionary				Google Books	vhYBAAAAYAAJ			Full Text	Yes	Latin	Lenape		English		
93			A concise and simplified grammar of the Spanish language				Google Books	wdoDAAAAQAAJ			Full Text	Yes	Latin 	Spanish				Gloss not available.
94			Historical texts				Google Books	xA0TAAAAYAAJ			Full Text	No	Latin	Babylonian		English		
95			A Simplified Grammar of the Telugu Langauge				Google Books	xS8rgNaOsegC			Full Text	Partial	Telugu, Latin	Telugu				Gloss unavailable.
96		Judson, Adoniram, 1788-1850	Judson's Burmese-English dictionary.: Revised and enlarged by Robert C. Stevenson.				Digital General Collection	1528288.0001.001	http://name.umdl.umich.edu/1528288.0001.001		Full Text			Burmese		English		
97		Eusebio T. Daluz	Filipino-English vocabulary: with practical example of Filipino and English grammars	1915			Digital General Collection	3076753.0001.001	http://name.umdl.umich.edu/3076753.0001.001		Full Text		Latin	Filipino		English		
98		Natalii︠a︡ Ozernai︠a︡	Russko-angliĭskiĭ razgovornik dli︠a︡ ėmigrantov				Digital General Collection	AAL5906.0001.001	http://name.umdl.umich.edu/AAL5906.0001.001		Full Text		Cyrillic	Russian		English		
99		Franz Boas	Kutenai tales	1918			Digital General Collection	ACK2029.0001.001	http://name.umdl.umich.edu/ACK2029.0001.001		Full Text		Latin-based	Kutenai		English		interlinear texts
100		William Jones	Fox texts	1907			Digital General Collection	ACR7424.0001.001	http://name.umdl.umich.edu/ACR7424.0001.001		Full Text		Latin-based	Fox		English		Loeb-style facing-page glossing
101			Kickapoo tales				Digital General Collection	ACR7434.0009.001	http://name.umdl.umich.edu/ACR7434.0009.001		Full Text	Yes	Latin-based	Kickapoo		English		
102			Ojibwa texts				Digital General Collection	ACR7441.0007.001	http://name.umdl.umich.edu/ACR7441.0007.001		Full Text	Yes	Latin-based	Ojibwa		English		
103			Passamaquoddy texts				Digital General Collection	ACR7450.0010.001	http://name.umdl.umich.edu/ACR7450.0010.001		Full Text	Yes	Latin-based	Passamaquoddy		English		
104		Reichard, Gladys Amanda	Navaho grammar	1951			Digital General Collection	ACR7453.0021.001	http://name.umdl.umich.edu/ACR7453.0021.001		Full Text		Latin-based	Navaho		English		
105		John R. Swanton	Haida songs	1912			Digital General Collection	ACR7521.0003.001	http://name.umdl.umich.edu/ACR7521.0003.001		Full Text		Latin-based	Haida		English		
106		Gene Weltfish	Caddoan texts, Pawnee, South Band dialect	1937			Digital General Collection	ACR7533.0017.001	http://name.umdl.umich.edu/ACR7533.0017.001		Full Text		Latin-based	Caddoan		English		
107		Leonard Bloomfield	Menomini texts	1928			Digital General Collection	ACR7537.0012.001	http://name.umdl.umich.edu/ACR7537.0012.001		Full Text		Latin-based	Menomini		English		
108		Waldemar Bogoras	Koryak texts	1917			Digital General Collection	ACR7542.0005.001	http://name.umdl.umich.edu/ACR7542.0005.001		Full Text		Latin-based	Koryak		English		
109		Ruth L. Bunzel	Zuni texts	1933			Digital General Collection	ACR7551.0015.001	http://name.umdl.umich.edu/ACR7551.0015.001		Full Text		Latin-based	Zuni		English		
110		Roland B. Dixon	Maidu texts	1912			Digital General Collection	ACR7560.0004.001	http://name.umdl.umich.edu/ACR7560.0004.001		Full Text		Latin-based	Maidu		English		
111		R. F. Fortune	Arapesh	1942			Digital General Collection	ACR7567.0019.001	http://name.umdl.umich.edu/ACR7567.0019.001		Full Text		Latin-based		ape	eng		
112		Arthur B. Yolland	A dictionary of the Hungarian and English languages, compiled from the best sources	1908-24			Digital General Collection	AEE0517.0001.001	http://name.umdl.umich.edu/AEE0517.0001.001		Full Text		Latin-based	Hungarian		English		
113		Howard Kimewon	Kimewon Field Methods Sessions				Local Files			Audio Files				Ojibwa				Recordings of "field method" sessions held at University of Michigan in Nov 2008-Jan 2009, organized by David Medeiros.
114			Bukiyip Genesis Translation					http://www.archive.org/details/rosettaproject_ape_gen-1						Bukiyip,Arapesh,ape	ape			
115			Santali Genesis Translation						http://www.archive.org/details/rosettaproject_sat_gen-1					Santali,sat	sat			
116			Genesis (Revised Standard Version)											English,eng	eng			
117		Martin Luther	Die Bibel												deu			
118			The Holy Bible (King James Version)												eng			
119			The New American Standard Bible												eng			
120		Morris Swadesh	The Swadesh List															
121			The Holy Bible															
122		Howard Kimewon, Pitawanakwat, Margaret Noori	University of Michigan Anishnaabemowin Curriculum, First Year, Fall Semester (Anishinaabemowin 222)	2011					http://www.umich.edu/~ojibwe/lessons/semester-one/						ojg	eng		
