Wavelength,SRF,band_name,Sensor,GSD
1597,0.94801325,SWIR1,Landsat 9,30
1598,0.9490751,SWIR1,Landsat 9,30
1599,0.95058209,SWIR1,Landsat 9,30
1600,0.95202774,SWIR1,Landsat 9,30
1601,0.9523024,SWIR1,Landsat 9,30
1602,0.95366448,SWIR1,Landsat 9,30
1603,0.95503706,SWIR1,Landsat 9,30
1604,0.95348102,SWIR1,Landsat 9,30
1605,0.95565885,SWIR1,Landsat 9,30
1606,0.95655489,SWIR1,Landsat 9,30
1607,0.9571594,SWIR1,Landsat 9,30
1608,0.95751184,SWIR1,Landsat 9,30
1609,0.95777732,SWIR1,Landsat 9,30
1610,0.95878011,SWIR1,Landsat 9,30
1611,0.96029568,SWIR1,Landsat 9,30
1612,0.96157014,SWIR1,Landsat 9,30
1613,0.96228975,SWIR1,Landsat 9,30
1614,0.96300948,SWIR1,Landsat 9,30
1615,0.96425939,SWIR1,Landsat 9,30
1616,0.96561593,SWIR1,Landsat 9,30
1617,0.96700233,SWIR1,Landsat 9,30
1618,0.96843988,SWIR1,Landsat 9,30
1619,0.9698503,SWIR1,Landsat 9,30
1620,0.97095174,SWIR1,Landsat 9,30
1621,0.97284758,SWIR1,Landsat 9,30
1622,0.97459286,SWIR1,Landsat 9,30
1623,0.97610509,SWIR1,Landsat 9,30
1624,0.97767121,SWIR1,Landsat 9,30
1625,0.97953802,SWIR1,Landsat 9,30
1626,0.98140436,SWIR1,Landsat 9,30
1627,0.98274249,SWIR1,Landsat 9,30
1628,0.98509848,SWIR1,Landsat 9,30
1629,0.98681152,SWIR1,Landsat 9,30
1630,0.98781842,SWIR1,Landsat 9,30
1631,0.99100113,SWIR1,Landsat 9,30
1632,0.99333715,SWIR1,Landsat 9,30
1633,0.99528229,SWIR1,Landsat 9,30
1634,0.99711514,SWIR1,Landsat 9,30
1635,0.99855757,SWIR1,Landsat 9,30
1636,1,SWIR1,Landsat 9,30
1637,0.99876851,SWIR1,Landsat 9,30
1638,0.99723363,SWIR1,Landsat 9,30
1639,0.9924348,SWIR1,Landsat 9,30
1640,0.98559129,SWIR1,Landsat 9,30
1641,0.97646844,SWIR1,Landsat 9,30
1642,0.96127671,SWIR1,Landsat 9,30
1643,0.93863082,SWIR1,Landsat 9,30
1644,0.90128821,SWIR1,Landsat 9,30
1645,0.86149269,SWIR1,Landsat 9,30
1646,0.81432277,SWIR1,Landsat 9,30
1647,0.76036841,SWIR1,Landsat 9,30
1648,0.70382959,SWIR1,Landsat 9,30
1649,0.64186883,SWIR1,Landsat 9,30
1650,0.5782938,SWIR1,Landsat 9,30
1651,0.5112322,SWIR1,Landsat 9,30
1652,0.45091432,SWIR1,Landsat 9,30
1653,0.39109415,SWIR1,Landsat 9,30
1654,0.33723828,SWIR1,Landsat 9,30
1655,0.28662252,SWIR1,Landsat 9,30
1656,0.24553978,SWIR1,Landsat 9,30
1657,0.20748182,SWIR1,Landsat 9,30
1658,0.17609432,SWIR1,Landsat 9,30
1659,0.14815453,SWIR1,Landsat 9,30
1660,0.12629366,SWIR1,Landsat 9,30
1661,0.10593576,SWIR1,Landsat 9,30
1662,0.08847605,SWIR1,Landsat 9,30
1663,0.07402261,SWIR1,Landsat 9,30
1664,0.06265628,SWIR1,Landsat 9,30
1665,0.05266043,SWIR1,Landsat 9,30
1666,0.04443575,SWIR1,Landsat 9,30
1667,0.03732267,SWIR1,Landsat 9,30
1668,0.03176107,SWIR1,Landsat 9,30
1669,0.02672855,SWIR1,Landsat 9,30
1670,0.02271426,SWIR1,Landsat 9,30
1671,0.01926102,SWIR1,Landsat 9,30
1672,0.01647112,SWIR1,Landsat 9,30
1673,0.01399191,SWIR1,Landsat 9,30
1674,0.01196509,SWIR1,Landsat 9,30
1675,0.01046654,SWIR1,Landsat 9,30
1676,0.00944234,SWIR1,Landsat 9,30
1677,0.00835179,SWIR1,Landsat 9,30
1678,0.00720314,SWIR1,Landsat 9,30
1679,0.00619173,SWIR1,Landsat 9,30
1680,0.00537047,SWIR1,Landsat 9,30
1681,0.00465052,SWIR1,Landsat 9,30
1682,0.00405339,SWIR1,Landsat 9,30
1683,0.0035255,SWIR1,Landsat 9,30
1684,0.00308368,SWIR1,Landsat 9,30
1685,0.00269277,SWIR1,Landsat 9,30
1686,0.00236559,SWIR1,Landsat 9,30
1687,0.00207236,SWIR1,Landsat 9,30
1688,0.00182825,SWIR1,Landsat 9,30
1689,0.00160853,SWIR1,Landsat 9,30
1690,0.00142007,SWIR1,Landsat 9,30
1691,0.00126631,SWIR1,Landsat 9,30
1692,0.00112938,SWIR1,Landsat 9,30
1693,0.00100486,SWIR1,Landsat 9,30
1694,0.00090314,SWIR1,Landsat 9,30
1695,0.00080678,SWIR1,Landsat 9,30
1696,0.00073146,SWIR1,Landsat 9,30
1697,0.00065905,SWIR1,Landsat 9,30
2037,0.00100276,SWIR2,Landsat 9,30
2038,0.00104302,SWIR2,Landsat 9,30
2039,0.00109992,SWIR2,Landsat 9,30
2040,0.00115845,SWIR2,Landsat 9,30
2041,0.00122734,SWIR2,Landsat 9,30
2042,0.00129681,SWIR2,Landsat 9,30
2043,0.00137709,SWIR2,Landsat 9,30
2044,0.00145904,SWIR2,Landsat 9,30
2045,0.0015567,SWIR2,Landsat 9,30
2046,0.00165654,SWIR2,Landsat 9,30
2047,0.00177442,SWIR2,Landsat 9,30
2048,0.0018923,SWIR2,Landsat 9,30
2049,0.00203646,SWIR2,Landsat 9,30
2050,0.00218165,SWIR2,Landsat 9,30
2051,0.00234517,SWIR2,Landsat 9,30
2052,0.0025214,SWIR2,Landsat 9,30
2053,0.00272487,SWIR2,Landsat 9,30
2054,0.00293431,SWIR2,Landsat 9,30
2055,0.00318399,SWIR2,Landsat 9,30
2056,0.00343867,SWIR2,Landsat 9,30
2057,0.00373486,SWIR2,Landsat 9,30
2058,0.0040396,SWIR2,Landsat 9,30
2059,0.00440837,SWIR2,Landsat 9,30
2060,0.00477775,SWIR2,Landsat 9,30
2061,0.00522084,SWIR2,Landsat 9,30
2062,0.00566917,SWIR2,Landsat 9,30
2063,0.00622531,SWIR2,Landsat 9,30
2064,0.00679017,SWIR2,Landsat 9,30
2065,0.00749193,SWIR2,Landsat 9,30
2066,0.00819369,SWIR2,Landsat 9,30
2067,0.00880615,SWIR2,Landsat 9,30
2068,0.00943206,SWIR2,Landsat 9,30
2069,0.01050554,SWIR2,Landsat 9,30
2070,0.01157901,SWIR2,Landsat 9,30
2071,0.01266538,SWIR2,Landsat 9,30
2072,0.01378047,SWIR2,Landsat 9,30
2073,0.01552035,SWIR2,Landsat 9,30
2074,0.01726034,SWIR2,Landsat 9,30
2075,0.01900202,SWIR2,Landsat 9,30
2076,0.02074371,SWIR2,Landsat 9,30
2077,0.02340086,SWIR2,Landsat 9,30
2078,0.02618283,SWIR2,Landsat 9,30
2079,0.02920399,SWIR2,Landsat 9,30
2080,0.0322929,SWIR2,Landsat 9,30
2081,0.03595484,SWIR2,Landsat 9,30
2082,0.03991824,SWIR2,Landsat 9,30
2083,0.04499807,SWIR2,Landsat 9,30
2084,0.05056739,SWIR2,Landsat 9,30
2085,0.05656623,SWIR2,Landsat 9,30
2086,0.06276533,SWIR2,Landsat 9,30
2087,0.07099935,SWIR2,Landsat 9,30
2088,0.07984023,SWIR2,Landsat 9,30
2089,0.09018464,SWIR2,Landsat 9,30
2090,0.1011311,SWIR2,Landsat 9,30
2091,0.1130442,SWIR2,Landsat 9,30
2092,0.12531833,SWIR2,Landsat 9,30
2093,0.14104207,SWIR2,Landsat 9,30
2094,0.15772916,SWIR2,Landsat 9,30
2095,0.17846316,SWIR2,Landsat 9,30
2096,0.19946745,SWIR2,Landsat 9,30
2097,0.22195263,SWIR2,Landsat 9,30
2098,0.24493155,SWIR2,Landsat 9,30
2099,0.27459398,SWIR2,Landsat 9,30
2100,0.30581087,SWIR2,Landsat 9,30
2101,0.33765897,SWIR2,Landsat 9,30
2102,0.36978662,SWIR2,Landsat 9,30
2103,0.40613315,SWIR2,Landsat 9,30
2104,0.4434717,SWIR2,Landsat 9,30
2105,0.48442909,SWIR2,Landsat 9,30
2106,0.52639425,SWIR2,Landsat 9,30
2107,0.55868477,SWIR2,Landsat 9,30
2108,0.59015769,SWIR2,Landsat 9,30
2109,0.62845188,SWIR2,Landsat 9,30
2110,0.67081827,SWIR2,Landsat 9,30
2111,0.70369262,SWIR2,Landsat 9,30
2112,0.73118645,SWIR2,Landsat 9,30
2113,0.7561571,SWIR2,Landsat 9,30
2114,0.7799347,SWIR2,Landsat 9,30
2115,0.80423528,SWIR2,Landsat 9,30
2116,0.82853574,SWIR2,Landsat 9,30
2117,0.84607869,SWIR2,Landsat 9,30
2118,0.86023945,SWIR2,Landsat 9,30
2119,0.86919415,SWIR2,Landsat 9,30
2120,0.88100129,SWIR2,Landsat 9,30
2121,0.89042884,SWIR2,Landsat 9,30
2122,0.89982301,SWIR2,Landsat 9,30
2123,0.90695715,SWIR2,Landsat 9,30
2124,0.91398126,SWIR2,Landsat 9,30
2125,0.91721064,SWIR2,Landsat 9,30
2126,0.92048544,SWIR2,Landsat 9,30
2127,0.92542076,SWIR2,Landsat 9,30
2128,0.92985046,SWIR2,Landsat 9,30
2129,0.93153703,SWIR2,Landsat 9,30
2130,0.93249965,SWIR2,Landsat 9,30
2131,0.93463236,SWIR2,Landsat 9,30
2132,0.93673027,SWIR2,Landsat 9,30
2133,0.9378534,SWIR2,Landsat 9,30
2134,0.93894368,SWIR2,Landsat 9,30
2135,0.94098628,SWIR2,Landsat 9,30
2136,0.94262463,SWIR2,Landsat 9,30
2137,0.94227535,SWIR2,Landsat 9,30
2138,0.9423033,SWIR2,Landsat 9,30
2139,0.94379717,SWIR2,Landsat 9,30
2140,0.94515347,SWIR2,Landsat 9,30
2141,0.94504112,SWIR2,Landsat 9,30
2142,0.94498247,SWIR2,Landsat 9,30
2143,0.94592953,SWIR2,Landsat 9,30
2144,0.94692481,SWIR2,Landsat 9,30
2145,0.94919229,SWIR2,Landsat 9,30
2146,0.95145994,SWIR2,Landsat 9,30
2147,0.95272231,SWIR2,Landsat 9,30
2148,0.95394844,SWIR2,Landsat 9,30
2149,0.95358199,SWIR2,Landsat 9,30
2150,0.95307189,SWIR2,Landsat 9,30
2151,0.95554107,SWIR2,Landsat 9,30
2152,0.95797873,SWIR2,Landsat 9,30
2153,0.95833826,SWIR2,Landsat 9,30
2154,0.95876426,SWIR2,Landsat 9,30
2155,0.95979828,SWIR2,Landsat 9,30
2156,0.96079904,SWIR2,Landsat 9,30
2157,0.96058774,SWIR2,Landsat 9,30
2158,0.96037638,SWIR2,Landsat 9,30
2159,0.96064055,SWIR2,Landsat 9,30
2160,0.96220273,SWIR2,Landsat 9,30
2161,0.96401131,SWIR2,Landsat 9,30
2162,0.96372789,SWIR2,Landsat 9,30
2163,0.96397525,SWIR2,Landsat 9,30
2164,0.96447343,SWIR2,Landsat 9,30
2165,0.96521795,SWIR2,Landsat 9,30
2166,0.9660756,SWIR2,Landsat 9,30
2167,0.96696723,SWIR2,Landsat 9,30
2168,0.96789074,SWIR2,Landsat 9,30
2169,0.96744436,SWIR2,Landsat 9,30
2170,0.96549106,SWIR2,Landsat 9,30
2171,0.96621031,SWIR2,Landsat 9,30
2172,0.96805149,SWIR2,Landsat 9,30
2173,0.96899831,SWIR2,Landsat 9,30
2174,0.96919876,SWIR2,Landsat 9,30
2175,0.96860504,SWIR2,Landsat 9,30
2176,0.96753544,SWIR2,Landsat 9,30
2177,0.96692026,SWIR2,Landsat 9,30
2178,0.96685123,SWIR2,Landsat 9,30
2179,0.96803194,SWIR2,Landsat 9,30
2180,0.96974194,SWIR2,Landsat 9,30
2181,0.97015101,SWIR2,Landsat 9,30
2182,0.97056007,SWIR2,Landsat 9,30
2183,0.97212642,SWIR2,Landsat 9,30
2184,0.97419846,SWIR2,Landsat 9,30
2185,0.97452831,SWIR2,Landsat 9,30
2186,0.97485834,SWIR2,Landsat 9,30
2187,0.97576022,SWIR2,Landsat 9,30
2188,0.9769215,SWIR2,Landsat 9,30
2189,0.9771384,SWIR2,Landsat 9,30
2190,0.97730094,SWIR2,Landsat 9,30
2191,0.97741669,SWIR2,Landsat 9,30
2192,0.97746247,SWIR2,Landsat 9,30
2193,0.97645605,SWIR2,Landsat 9,30
2194,0.97545022,SWIR2,Landsat 9,30
2195,0.97717029,SWIR2,Landsat 9,30
2196,0.97678941,SWIR2,Landsat 9,30
2197,0.97663635,SWIR2,Landsat 9,30
2198,0.97651941,SWIR2,Landsat 9,30
2199,0.97859836,SWIR2,Landsat 9,30
2200,0.98067731,SWIR2,Landsat 9,30
2201,0.98093402,SWIR2,Landsat 9,30
2202,0.9808982,SWIR2,Landsat 9,30
2203,0.98004782,SWIR2,Landsat 9,30
2204,0.98011398,SWIR2,Landsat 9,30
2205,0.97921491,SWIR2,Landsat 9,30
2206,0.97878832,SWIR2,Landsat 9,30
2207,0.97845,SWIR2,Landsat 9,30
2208,0.97681779,SWIR2,Landsat 9,30
2209,0.97705674,SWIR2,Landsat 9,30
2210,0.97879267,SWIR2,Landsat 9,30
2211,0.97907805,SWIR2,Landsat 9,30
2212,0.9780426,SWIR2,Landsat 9,30
2213,0.97847897,SWIR2,Landsat 9,30
2214,0.97736776,SWIR2,Landsat 9,30
2215,0.97698873,SWIR2,Landsat 9,30
2216,0.97670597,SWIR2,Landsat 9,30
2217,0.97656572,SWIR2,Landsat 9,30
2218,0.97742045,SWIR2,Landsat 9,30
2219,0.97710729,SWIR2,Landsat 9,30
2220,0.97625577,SWIR2,Landsat 9,30
2221,0.97609216,SWIR2,Landsat 9,30
2222,0.97645754,SWIR2,Landsat 9,30
2223,0.97678703,SWIR2,Landsat 9,30
2224,0.97713715,SWIR2,Landsat 9,30
2225,0.97934949,SWIR2,Landsat 9,30
2226,0.97878641,SWIR2,Landsat 9,30
2227,0.98002392,SWIR2,Landsat 9,30
2228,0.97969437,SWIR2,Landsat 9,30
2229,0.97947246,SWIR2,Landsat 9,30
2230,0.97958535,SWIR2,Landsat 9,30
2231,0.97973728,SWIR2,Landsat 9,30
2232,0.98007715,SWIR2,Landsat 9,30
2233,0.98041546,SWIR2,Landsat 9,30
2234,0.98075229,SWIR2,Landsat 9,30
2235,0.98121125,SWIR2,Landsat 9,30
2236,0.98180187,SWIR2,Landsat 9,30
2237,0.98325735,SWIR2,Landsat 9,30
2238,0.98485512,SWIR2,Landsat 9,30
2239,0.98458195,SWIR2,Landsat 9,30
2240,0.98573095,SWIR2,Landsat 9,30
2241,0.98682696,SWIR2,Landsat 9,30
2242,0.98753965,SWIR2,Landsat 9,30
2243,0.98808074,SWIR2,Landsat 9,30
2244,0.98795635,SWIR2,Landsat 9,30
2245,0.9888075,SWIR2,Landsat 9,30
2246,0.98895812,SWIR2,Landsat 9,30
2247,0.98889464,SWIR2,Landsat 9,30
2248,0.98786956,SWIR2,Landsat 9,30
2249,0.98677874,SWIR2,Landsat 9,30
2250,0.98517078,SWIR2,Landsat 9,30
2251,0.9837774,SWIR2,Landsat 9,30
2252,0.9826206,SWIR2,Landsat 9,30
2253,0.98161823,SWIR2,Landsat 9,30
2254,0.98062718,SWIR2,Landsat 9,30
2255,0.97954774,SWIR2,Landsat 9,30
2256,0.97850388,SWIR2,Landsat 9,30
2257,0.97752798,SWIR2,Landsat 9,30
2258,0.9764725,SWIR2,Landsat 9,30
2259,0.97541523,SWIR2,Landsat 9,30
2260,0.97554159,SWIR2,Landsat 9,30
2261,0.97751099,SWIR2,Landsat 9,30
2262,0.98016274,SWIR2,Landsat 9,30
2263,0.97513086,SWIR2,Landsat 9,30
2264,0.97495383,SWIR2,Landsat 9,30
2265,0.9752937,SWIR2,Landsat 9,30
2266,0.97618282,SWIR2,Landsat 9,30
2267,0.97859925,SWIR2,Landsat 9,30
2268,0.97964096,SWIR2,Landsat 9,30
2269,0.9807688,SWIR2,Landsat 9,30
2270,0.98314285,SWIR2,Landsat 9,30
2271,0.98586017,SWIR2,Landsat 9,30
2272,0.98965293,SWIR2,Landsat 9,30
2273,0.99181819,SWIR2,Landsat 9,30
2274,0.99376893,SWIR2,Landsat 9,30
2275,0.99618787,SWIR2,Landsat 9,30
2276,0.99796325,SWIR2,Landsat 9,30
2277,0.99923283,SWIR2,Landsat 9,30
2278,1,SWIR2,Landsat 9,30
2279,0.99792081,SWIR2,Landsat 9,30
2280,0.99446166,SWIR2,Landsat 9,30
2281,0.98581928,SWIR2,Landsat 9,30
2282,0.97574705,SWIR2,Landsat 9,30
2283,0.96128398,SWIR2,Landsat 9,30
2284,0.94335824,SWIR2,Landsat 9,30
2285,0.91998041,SWIR2,Landsat 9,30
2286,0.89376736,SWIR2,Landsat 9,30
2287,0.85915744,SWIR2,Landsat 9,30
2288,0.8235755,SWIR2,Landsat 9,30
2289,0.78115994,SWIR2,Landsat 9,30
2290,0.73678225,SWIR2,Landsat 9,30
2291,0.68822551,SWIR2,Landsat 9,30
2292,0.63962251,SWIR2,Landsat 9,30
2293,0.58982903,SWIR2,Landsat 9,30
2294,0.54092199,SWIR2,Landsat 9,30
2295,0.49226084,SWIR2,Landsat 9,30
2296,0.44587871,SWIR2,Landsat 9,30
2297,0.40125731,SWIR2,Landsat 9,30
2298,0.35893539,SWIR2,Landsat 9,30
2299,0.32148635,SWIR2,Landsat 9,30
2300,0.28420323,SWIR2,Landsat 9,30
2301,0.2523469,SWIR2,Landsat 9,30
2302,0.2255464,SWIR2,Landsat 9,30
2303,0.20149876,SWIR2,Landsat 9,30
2304,0.17846169,SWIR2,Landsat 9,30
2305,0.1584622,SWIR2,Landsat 9,30
2306,0.13879961,SWIR2,Landsat 9,30
2307,0.12371186,SWIR2,Landsat 9,30
2308,0.11006524,SWIR2,Landsat 9,30
2309,0.09831959,SWIR2,Landsat 9,30
2310,0.08718951,SWIR2,Landsat 9,30
2311,0.07798396,SWIR2,Landsat 9,30
2312,0.06932278,SWIR2,Landsat 9,30
2313,0.06206976,SWIR2,Landsat 9,30
2314,0.05512591,SWIR2,Landsat 9,30
2315,0.04944164,SWIR2,Landsat 9,30
2316,0.04455749,SWIR2,Landsat 9,30
2317,0.040062,SWIR2,Landsat 9,30
2318,0.03621278,SWIR2,Landsat 9,30
2319,0.03288715,SWIR2,Landsat 9,30
2320,0.02948643,SWIR2,Landsat 9,30
2321,0.02685629,SWIR2,Landsat 9,30
2322,0.02410637,SWIR2,Landsat 9,30
2323,0.02195595,SWIR2,Landsat 9,30
2324,0.0198522,SWIR2,Landsat 9,30
2325,0.0180521,SWIR2,Landsat 9,30
2326,0.01628702,SWIR2,Landsat 9,30
2327,0.01486861,SWIR2,Landsat 9,30
2328,0.01342942,SWIR2,Landsat 9,30
2329,0.0123302,SWIR2,Landsat 9,30
2330,0.01116003,SWIR2,Landsat 9,30
2331,0.01031453,SWIR2,Landsat 9,30
2332,0.00964784,SWIR2,Landsat 9,30
2333,0.00882719,SWIR2,Landsat 9,30
2334,0.00806936,SWIR2,Landsat 9,30
2335,0.00738959,SWIR2,Landsat 9,30
2336,0.00677839,SWIR2,Landsat 9,30
2337,0.00624485,SWIR2,Landsat 9,30
2338,0.00571132,SWIR2,Landsat 9,30
2339,0.00526846,SWIR2,Landsat 9,30
2340,0.00483111,SWIR2,Landsat 9,30
2341,0.00446368,SWIR2,Landsat 9,30
2342,0.00409824,SWIR2,Landsat 9,30
2343,0.00378863,SWIR2,Landsat 9,30
2344,0.00348159,SWIR2,Landsat 9,30
2345,0.00322292,SWIR2,Landsat 9,30
2346,0.00296733,SWIR2,Landsat 9,30
2347,0.00275285,SWIR2,Landsat 9,30
2348,0.00254073,SWIR2,Landsat 9,30
2349,0.00236097,SWIR2,Landsat 9,30
2350,0.0021844,SWIR2,Landsat 9,30
2351,0.00203332,SWIR2,Landsat 9,30
2352,0.00188482,SWIR2,Landsat 9,30
2353,0.00175931,SWIR2,Landsat 9,30
2354,0.00163477,SWIR2,Landsat 9,30
2355,0.00152506,SWIR2,Landsat 9,30
1340,0.00181957,Cirrus,Landsat 9,30
1341,0.00191541,Cirrus,Landsat 9,30
1342,0.00201124,Cirrus,Landsat 9,30
1343,0.00215505,Cirrus,Landsat 9,30
1344,0.0027176,Cirrus,Landsat 9,30
1345,0.00331767,Cirrus,Landsat 9,30
1346,0.00391773,Cirrus,Landsat 9,30
1347,0.0045178,Cirrus,Landsat 9,30
1348,0.00511786,Cirrus,Landsat 9,30
1349,0.00571792,Cirrus,Landsat 9,30
1350,0.00631799,Cirrus,Landsat 9,30
1351,0.00691805,Cirrus,Landsat 9,30
1352,0.00751811,Cirrus,Landsat 9,30
1353,0.00811818,Cirrus,Landsat 9,30
1354,0.00871824,Cirrus,Landsat 9,30
1355,0.00990706,Cirrus,Landsat 9,30
1356,0.01616448,Cirrus,Landsat 9,30
1357,0.02451379,Cirrus,Landsat 9,30
1358,0.03596721,Cirrus,Landsat 9,30
1359,0.06802955,Cirrus,Landsat 9,30
1360,0.10012802,Cirrus,Landsat 9,30
1361,0.16047798,Cirrus,Landsat 9,30
1362,0.25167426,Cirrus,Landsat 9,30
1363,0.39358041,Cirrus,Landsat 9,30
1364,0.55359846,Cirrus,Landsat 9,30
1365,0.70396084,Cirrus,Landsat 9,30
1366,0.83498162,Cirrus,Landsat 9,30
1367,0.90780383,Cirrus,Landsat 9,30
1368,0.93747765,Cirrus,Landsat 9,30
1369,0.96537817,Cirrus,Landsat 9,30
1370,0.97849137,Cirrus,Landsat 9,30
1371,0.9852438,Cirrus,Landsat 9,30
1372,0.98843849,Cirrus,Landsat 9,30
1373,0.98671889,Cirrus,Landsat 9,30
1374,0.98667437,Cirrus,Landsat 9,30
1375,0.98694527,Cirrus,Landsat 9,30
1376,0.99769294,Cirrus,Landsat 9,30
1377,0.99982244,Cirrus,Landsat 9,30
1378,1,Cirrus,Landsat 9,30
1379,0.99945843,Cirrus,Landsat 9,30
1380,0.99525571,Cirrus,Landsat 9,30
1381,0.97109288,Cirrus,Landsat 9,30
1382,0.91125011,Cirrus,Landsat 9,30
1383,0.77080137,Cirrus,Landsat 9,30
1384,0.59587407,Cirrus,Landsat 9,30
1385,0.39652625,Cirrus,Landsat 9,30
1386,0.24820989,Cirrus,Landsat 9,30
1387,0.15064585,Cirrus,Landsat 9,30
1388,0.08141971,Cirrus,Landsat 9,30
1389,0.04933405,Cirrus,Landsat 9,30
1390,0.03113159,Cirrus,Landsat 9,30
1391,0.01941472,Cirrus,Landsat 9,30
1392,0.01264709,Cirrus,Landsat 9,30
1393,0.00828117,Cirrus,Landsat 9,30
1394,0.00561062,Cirrus,Landsat 9,30
1395,0.00394612,Cirrus,Landsat 9,30
1396,0.00277805,Cirrus,Landsat 9,30
1397,0.00203723,Cirrus,Landsat 9,30
1398,0.0015287,Cirrus,Landsat 9,30
1399,0.00111888,Cirrus,Landsat 9,30
1400,0.00084564,Cirrus,Landsat 9,30
1401,0.00065722,Cirrus,Landsat 9,30
1402,0.00052074,Cirrus,Landsat 9,30
1403,0.00042036,Cirrus,Landsat 9,30
1404,0.00034685,Cirrus,Landsat 9,30
1405,0.000278,Cirrus,Landsat 9,30
1406,0.00025316,Cirrus,Landsat 9,30
1407,0.00023463,Cirrus,Landsat 9,30
1408,0.00021611,Cirrus,Landsat 9,30
1409,0.00019758,Cirrus,Landsat 9,30
9800,0.0001,TIR1,Landsat 9,30
9850,0.0001,TIR1,Landsat 9,30
9900,0.0001,TIR1,Landsat 9,30
9950,0.0001,TIR1,Landsat 9,30
10000,0.0002,TIR1,Landsat 9,30
10050,0.0005,TIR1,Landsat 9,30
10100,0.0014,TIR1,Landsat 9,30
10150,0.0038,TIR1,Landsat 9,30
10200,0.009,TIR1,Landsat 9,30
10250,0.0224,TIR1,Landsat 9,30
10300,0.061,TIR1,Landsat 9,30
10350,0.1571,TIR1,Landsat 9,30
10400,0.3183,TIR1,Landsat 9,30
10450,0.4923,TIR1,Landsat 9,30
10500,0.632,TIR1,Landsat 9,30
10550,0.7223,TIR1,Landsat 9,30
10600,0.7844,TIR1,Landsat 9,30
10650,0.8207,TIR1,Landsat 9,30
10700,0.837,TIR1,Landsat 9,30
10750,0.8476,TIR1,Landsat 9,30
10800,0.859,TIR1,Landsat 9,30
10850,0.882,TIR1,Landsat 9,30
10900,0.9189,TIR1,Landsat 9,30
10950,0.9583,TIR1,Landsat 9,30
11000,0.996,TIR1,Landsat 9,30
11050,1,TIR1,Landsat 9,30
11100,0.9289,TIR1,Landsat 9,30
11150,0.7501,TIR1,Landsat 9,30
11200,0.4954,TIR1,Landsat 9,30
11250,0.2698,TIR1,Landsat 9,30
11300,0.1282,TIR1,Landsat 9,30
11350,0.0589,TIR1,Landsat 9,30
11400,0.0266,TIR1,Landsat 9,30
11450,0.0126,TIR1,Landsat 9,30
11500,0.0063,TIR1,Landsat 9,30
11550,0.0033,TIR1,Landsat 9,30
11600,0.0016,TIR1,Landsat 9,30
11650,0.0008,TIR1,Landsat 9,30
11700,0.0004,TIR1,Landsat 9,30
11750,0.0002,TIR1,Landsat 9,30
11800,0.0001,TIR1,Landsat 9,30
11000,0.0001,TIR2,Landsat 9,30
11050,0.0002,TIR2,Landsat 9,30
11100,0.0003,TIR2,Landsat 9,30
11150,0.0006,TIR2,Landsat 9,30
11200,0.0014,TIR2,Landsat 9,30
11250,0.0039,TIR2,Landsat 9,30
11300,0.0126,TIR2,Landsat 9,30
11350,0.0345,TIR2,Landsat 9,30
11400,0.0812,TIR2,Landsat 9,30
11450,0.1575,TIR2,Landsat 9,30
11500,0.2575,TIR2,Landsat 9,30
11550,0.4045,TIR2,Landsat 9,30
11600,0.577,TIR2,Landsat 9,30
11650,0.7308,TIR2,Landsat 9,30
11700,0.8392,TIR2,Landsat 9,30
11750,0.8941,TIR2,Landsat 9,30
11800,0.9228,TIR2,Landsat 9,30
11850,0.9575,TIR2,Landsat 9,30
11900,0.9811,TIR2,Landsat 9,30
11950,0.9976,TIR2,Landsat 9,30
12000,1,TIR2,Landsat 9,30
12050,0.9806,TIR2,Landsat 9,30
12100,0.9545,TIR2,Landsat 9,30
12150,0.9124,TIR2,Landsat 9,30
12200,0.8495,TIR2,Landsat 9,30
12250,0.8002,TIR2,Landsat 9,30
12300,0.7579,TIR2,Landsat 9,30
12350,0.7343,TIR2,Landsat 9,30
12400,0.7127,TIR2,Landsat 9,30
12450,0.6353,TIR2,Landsat 9,30
12500,0.4878,TIR2,Landsat 9,30
12550,0.3086,TIR2,Landsat 9,30
12600,0.1746,TIR2,Landsat 9,30
12650,0.0939,TIR2,Landsat 9,30
12700,0.0475,TIR2,Landsat 9,30
12750,0.0256,TIR2,Landsat 9,30
12800,0.0147,TIR2,Landsat 9,30
12850,0.0072,TIR2,Landsat 9,30
12900,0.0027,TIR2,Landsat 9,30
12950,0.001,TIR2,Landsat 9,30
13000,0.0004,TIR2,Landsat 9,30
427,0.000073,CoastalAerosol,Landsat 8,30
428,0.000609,CoastalAerosol,Landsat 8,30
429,0.001628,CoastalAerosol,Landsat 8,30
430,0.003421,CoastalAerosol,Landsat 8,30
431,0.008019,CoastalAerosol,Landsat 8,30
432,0.024767,CoastalAerosol,Landsat 8,30
433,0.085688,CoastalAerosol,Landsat 8,30
434,0.254149,CoastalAerosol,Landsat 8,30
435,0.517821,CoastalAerosol,Landsat 8,30
436,0.765117,CoastalAerosol,Landsat 8,30
437,0.908749,CoastalAerosol,Landsat 8,30
438,0.958204,CoastalAerosol,Landsat 8,30
439,0.977393,CoastalAerosol,Landsat 8,30
440,0.98379,CoastalAerosol,Landsat 8,30
441,0.989052,CoastalAerosol,Landsat 8,30
442,0.986713,CoastalAerosol,Landsat 8,30
443,0.993683,CoastalAerosol,Landsat 8,30
