Wavelength,SRF,band_name,Sensor,GSD
465,0.89365971,Blue,Landsat 9,30
466,0.89804703,Blue,Landsat 9,30
467,0.90057266,Blue,Landsat 9,30
468,0.89131784,Blue,Landsat 9,30
469,0.86657351,Blue,Landsat 9,30
470,0.8358435,Blue,Landsat 9,30
471,0.81551754,Blue,Landsat 9,30
472,0.8177281,Blue,Landsat 9,30
473,0.83361632,Blue,Landsat 9,30
474,0.85324347,Blue,Landsat 9,30
475,0.86751264,Blue,Landsat 9,30
476,0.87968469,Blue,Landsat 9,30
477,0.8864091,Blue,Landsat 9,30
478,0.89245307,Blue,Landsat 9,30
479,0.90207016,Blue,Landsat 9,30
480,0.91684681,Blue,Landsat 9,30
481,0.93018711,Blue,Landsat 9,30
482,0.93724215,Blue,Landsat 9,30
483,0.94008964,Blue,Landsat 9,30
484,0.94266725,Blue,Landsat 9,30
485,0.94259858,Blue,Landsat 9,30
486,0.94212455,Blue,Landsat 9,30
487,0.94310826,Blue,Landsat 9,30
488,0.94514865,Blue,Landsat 9,30
489,0.94699287,Blue,Landsat 9,30
490,0.94705468,Blue,Landsat 9,30
491,0.94369674,Blue,Landsat 9,30
492,0.92798311,Blue,Landsat 9,30
493,0.90826762,Blue,Landsat 9,30
494,0.89631408,Blue,Landsat 9,30
495,0.90117168,Blue,Landsat 9,30
496,0.92790043,Blue,Landsat 9,30
497,0.95433879,Blue,Landsat 9,30
498,0.95914739,Blue,Landsat 9,30
499,0.94807255,Blue,Landsat 9,30
500,0.95188999,Blue,Landsat 9,30
501,0.96618539,Blue,Landsat 9,30
502,0.98983949,Blue,Landsat 9,30
503,1,Blue,Landsat 9,30
504,0.98322678,Blue,Landsat 9,30
505,0.95298815,Blue,Landsat 9,30
506,0.92356867,Blue,Landsat 9,30
507,0.91930556,Blue,Landsat 9,30
508,0.94349515,Blue,Landsat 9,30
509,0.95687258,Blue,Landsat 9,30
510,0.92322963,Blue,Landsat 9,30
511,0.79937828,Blue,Landsat 9,30
512,0.41356644,Blue,Landsat 9,30
513,0.11275553,Blue,Landsat 9,30
514,0.03274055,Blue,Landsat 9,30
515,0.01292293,Blue,Landsat 9,30
516,0.00580021,Blue,Landsat 9,30
517,0.00378357,Blue,Landsat 9,30
518,0.00263001,Blue,Landsat 9,30
519,0.00204936,Blue,Landsat 9,30
520,0.0016022,Blue,Landsat 9,30
521,0.00113626,Blue,Landsat 9,30
522,0.00072538,Blue,Landsat 9,30
523,0.00045327,Blue,Landsat 9,30
524,0.00030357,Blue,Landsat 9,30
525,0.00022787,Blue,Landsat 9,30
526,0.00019309,Blue,Landsat 9,30
527,0.00018524,Blue,Landsat 9,30
528,0.00019598,Blue,Landsat 9,30
529,0.00021502,Blue,Landsat 9,30
530,0.00022982,Blue,Landsat 9,30
512,0.00032837,Green,Landsat 9,30
513,0.00040286,Green,Landsat 9,30
514,0.0004889,Green,Landsat 9,30
515,0.00058934,Green,Landsat 9,30
516,0.00071741,Green,Landsat 9,30
517,0.00087833,Green,Landsat 9,30
518,0.00109091,Green,Landsat 9,30
519,0.00138202,Green,Landsat 9,30
520,0.00179561,Green,Landsat 9,30
521,0.0031737,Green,Landsat 9,30
522,0.0043149,Green,Landsat 9,30
523,0.00613501,Green,Landsat 9,30
524,0.00918434,Green,Landsat 9,30
525,0.01332811,Green,Landsat 9,30
526,0.02006346,Green,Landsat 9,30
527,0.03120767,Green,Landsat 9,30
528,0.04959156,Green,Landsat 9,30
529,0.0839209,Green,Landsat 9,30
530,0.14227405,Green,Landsat 9,30
531,0.23764506,Green,Landsat 9,30
532,0.38256499,Green,Landsat 9,30
533,0.52805549,Green,Landsat 9,30
534,0.72555327,Green,Landsat 9,30
535,0.86100316,Green,Landsat 9,30
536,0.91004026,Green,Landsat 9,30
537,0.951415,Green,Landsat 9,30
538,0.96025926,Green,Landsat 9,30
539,0.96094787,Green,Landsat 9,30
540,0.95796889,Green,Landsat 9,30
541,0.95961404,Green,Landsat 9,30
542,0.96103942,Green,Landsat 9,30
543,0.96782357,Green,Landsat 9,30
544,0.9674781,Green,Landsat 9,30
545,0.97103971,Green,Landsat 9,30
546,0.97596765,Green,Landsat 9,30
547,0.96995008,Green,Landsat 9,30
548,0.96583647,Green,Landsat 9,30
549,0.96272808,Green,Landsat 9,30
550,0.97035348,Green,Landsat 9,30
551,0.97657537,Green,Landsat 9,30
552,0.98478532,Green,Landsat 9,30
553,0.9922418,Green,Landsat 9,30
554,0.99788576,Green,Landsat 9,30
555,0.99755067,Green,Landsat 9,30
556,0.99513662,Green,Landsat 9,30
557,0.99290431,Green,Landsat 9,30
558,0.99221069,Green,Landsat 9,30
559,0.99147564,Green,Landsat 9,30
560,0.99039567,Green,Landsat 9,30
561,0.98744887,Green,Landsat 9,30
562,0.98513204,Green,Landsat 9,30
563,0.98482645,Green,Landsat 9,30
564,0.98690718,Green,Landsat 9,30
565,0.99114877,Green,Landsat 9,30
566,0.99476624,Green,Landsat 9,30
567,0.99384189,Green,Landsat 9,30
568,0.99101716,Green,Landsat 9,30
569,0.98722148,Green,Landsat 9,30
570,0.9837451,Green,Landsat 9,30
571,0.9834832,Green,Landsat 9,30
572,0.98670214,Green,Landsat 9,30
573,0.99195403,Green,Landsat 9,30
574,0.9963057,Green,Landsat 9,30
575,0.99934655,Green,Landsat 9,30
576,1,Green,Landsat 9,30
577,0.99947429,Green,Landsat 9,30
578,0.99812734,Green,Landsat 9,30
579,0.99595124,Green,Landsat 9,30
580,0.98932058,Green,Landsat 9,30
581,0.97415423,Green,Landsat 9,30
582,0.9492411,Green,Landsat 9,30
583,0.93502551,Green,Landsat 9,30
584,0.92853642,Green,Landsat 9,30
585,0.93185908,Green,Landsat 9,30
586,0.92724669,Green,Landsat 9,30
587,0.86449587,Green,Landsat 9,30
588,0.71098262,Green,Landsat 9,30
589,0.51626664,Green,Landsat 9,30
590,0.34508252,Green,Landsat 9,30
591,0.21616927,Green,Landsat 9,30
592,0.12075645,Green,Landsat 9,30
593,0.05834393,Green,Landsat 9,30
594,0.0269463,Green,Landsat 9,30
595,0.01243138,Green,Landsat 9,30
596,0.00607649,Green,Landsat 9,30
597,0.00376825,Green,Landsat 9,30
598,0.00202133,Green,Landsat 9,30
599,0.00115144,Green,Landsat 9,30
600,0.00069334,Green,Landsat 9,30
601,0.00044097,Green,Landsat 9,30
602,0.00029608,Green,Landsat 9,30
603,0.00021146,Green,Landsat 9,30
604,0.0001599,Green,Landsat 9,30
605,0.00012726,Green,Landsat 9,30
606,0.00010823,Green,Landsat 9,30
607,0.00009787,Green,Landsat 9,30
608,0.0000954,Green,Landsat 9,30
609,0.00010035,Green,Landsat 9,30
610,0.00011262,Green,Landsat 9,30
625,0.00052217,Red,Landsat 9,30
626,0.00080255,Red,Landsat 9,30
627,0.00127569,Red,Landsat 9,30
628,0.00211028,Red,Landsat 9,30
629,0.00370259,Red,Landsat 9,30
630,0.00813655,Red,Landsat 9,30
631,0.01448322,Red,Landsat 9,30
632,0.02730471,Red,Landsat 9,30
633,0.06150362,Red,Landsat 9,30
634,0.12960456,Red,Landsat 9,30
635,0.27599216,Red,Landsat 9,30
636,0.50833505,Red,Landsat 9,30
637,0.77823377,Red,Landsat 9,30
638,0.93229699,Red,Landsat 9,30
639,0.96630949,Red,Landsat 9,30
640,0.98264039,Red,Landsat 9,30
641,0.98610568,Red,Landsat 9,30
642,0.98616272,Red,Landsat 9,30
643,0.98130625,Red,Landsat 9,30
644,0.97365528,Red,Landsat 9,30
645,0.96917254,Red,Landsat 9,30
646,0.97131443,Red,Landsat 9,30
647,0.98079836,Red,Landsat 9,30
648,0.99271876,Red,Landsat 9,30
649,1,Red,Landsat 9,30
650,0.99686712,Red,Landsat 9,30
651,0.98542011,Red,Landsat 9,30
652,0.97099334,Red,Landsat 9,30
653,0.96106452,Red,Landsat 9,30
654,0.96065092,Red,Landsat 9,30
655,0.96868747,Red,Landsat 9,30
656,0.98070163,Red,Landsat 9,30
657,0.98551208,Red,Landsat 9,30
658,0.98893887,Red,Landsat 9,30
659,0.98082989,Red,Landsat 9,30
660,0.96791947,Red,Landsat 9,30
661,0.96308017,Red,Landsat 9,30
662,0.9632839,Red,Landsat 9,30
663,0.97127014,Red,Landsat 9,30
664,0.98161477,Red,Landsat 9,30
665,0.98756588,Red,Landsat 9,30
666,0.98632258,Red,Landsat 9,30
667,0.98053038,Red,Landsat 9,30
668,0.9798553,Red,Landsat 9,30
669,0.98061383,Red,Landsat 9,30
670,0.96493137,Red,Landsat 9,30
671,0.85955077,Red,Landsat 9,30
672,0.66807359,Red,Landsat 9,30
673,0.41698042,Red,Landsat 9,30
674,0.21568851,Red,Landsat 9,30
675,0.10535625,Red,Landsat 9,30
676,0.05208358,Red,Landsat 9,30
677,0.02525648,Red,Landsat 9,30
678,0.01293051,Red,Landsat 9,30
679,0.0067002,Red,Landsat 9,30
680,0.00366779,Red,Landsat 9,30
681,0.00210889,Red,Landsat 9,30
682,0.00125278,Red,Landsat 9,30
683,0.00098495,Red,Landsat 9,30
684,0.00070233,Red,Landsat 9,30
685,0.00054765,Red,Landsat 9,30
686,0.00040268,Red,Landsat 9,30
687,0.00034113,Red,Landsat 9,30
688,0.00027893,Red,Landsat 9,30
689,0.00026856,Red,Landsat 9,30
690,0.00016362,Red,Landsat 9,30
691,0.00013298,Red,Landsat 9,30
829,0.00045004,NIR,Landsat 9,30
830,0.00047554,NIR,Landsat 9,30
831,0.0005924,NIR,Landsat 9,30
832,0.00071486,NIR,Landsat 9,30
833,0.00083731,NIR,Landsat 9,30
834,0.00095976,NIR,Landsat 9,30
835,0.00108221,NIR,Landsat 9,30
836,0.00124527,NIR,Landsat 9,30
837,0.00159663,NIR,Landsat 9,30
838,0.00209522,NIR,Landsat 9,30
839,0.00282196,NIR,Landsat 9,30
840,0.00389035,NIR,Landsat 9,30
841,0.00557772,NIR,Landsat 9,30
842,0.00840453,NIR,Landsat 9,30
843,0.0121997,NIR,Landsat 9,30
844,0.01910023,NIR,Landsat 9,30
845,0.03112408,NIR,Landsat 9,30
846,0.0518628,NIR,Landsat 9,30
847,0.09260266,NIR,Landsat 9,30
848,0.1572693,NIR,Landsat 9,30
849,0.27197644,NIR,Landsat 9,30
850,0.44460031,NIR,Landsat 9,30
851,0.64932525,NIR,Landsat 9,30
852,0.83474088,NIR,Landsat 9,30
853,0.94093359,NIR,Landsat 9,30
854,0.98152208,NIR,Landsat 9,30
855,0.99064982,NIR,Landsat 9,30
856,0.98923784,NIR,Landsat 9,30
857,0.98816001,NIR,Landsat 9,30
858,0.98943096,NIR,Landsat 9,30
859,0.99220061,NIR,Landsat 9,30
860,0.99498791,NIR,Landsat 9,30
861,0.99694198,NIR,Landsat 9,30
862,0.99800861,NIR,Landsat 9,30
863,0.99821723,NIR,Landsat 9,30
864,0.99814546,NIR,Landsat 9,30
865,0.99809587,NIR,Landsat 9,30
866,0.99818242,NIR,Landsat 9,30
867,0.99900395,NIR,Landsat 9,30
868,0.99929279,NIR,Landsat 9,30
869,0.99940193,NIR,Landsat 9,30
870,0.99973387,NIR,Landsat 9,30
871,0.9998185,NIR,Landsat 9,30
872,1,NIR,Landsat 9,30
873,0.9999913,NIR,Landsat 9,30
874,0.99643683,NIR,Landsat 9,30
875,0.97451699,NIR,Landsat 9,30
876,0.9297142,NIR,Landsat 9,30
877,0.83448619,NIR,Landsat 9,30
878,0.68116772,NIR,Landsat 9,30
879,0.49675167,NIR,Landsat 9,30
880,0.31920305,NIR,Landsat 9,30
881,0.19073001,NIR,Landsat 9,30
882,0.11139899,NIR,Landsat 9,30
883,0.06462797,NIR,Landsat 9,30
884,0.03681539,NIR,Landsat 9,30
885,0.02192838,NIR,Landsat 9,30
886,0.01321336,NIR,Landsat 9,30
887,0.00764328,NIR,Landsat 9,30
888,0.00490463,NIR,Landsat 9,30
889,0.00311586,NIR,Landsat 9,30
890,0.00199918,NIR,Landsat 9,30
891,0.00132245,NIR,Landsat 9,30
892,0.00088339,NIR,Landsat 9,30
893,0.00059439,NIR,Landsat 9,30
894,0.00041175,NIR,Landsat 9,30
895,0.00032689,NIR,Landsat 9,30
896,0.00026968,NIR,Landsat 9,30
897,0.00021248,NIR,Landsat 9,30
898,0.00015527,NIR,Landsat 9,30
899,0.00009807,NIR,Landsat 9,30
900,0.00007605,NIR,Landsat 9,30
1515,0.00102868,SWIR1,Landsat 9,30
1516,0.00111525,SWIR1,Landsat 9,30
1517,0.00121016,SWIR1,Landsat 9,30
1518,0.0013186,SWIR1,Landsat 9,30
1519,0.00144451,SWIR1,Landsat 9,30
1520,0.00158035,SWIR1,Landsat 9,30
1521,0.00173374,SWIR1,Landsat 9,30
1522,0.00192254,SWIR1,Landsat 9,30
1523,0.00212096,SWIR1,Landsat 9,30
1524,0.00232666,SWIR1,Landsat 9,30
1525,0.00257729,SWIR1,Landsat 9,30
1526,0.00287014,SWIR1,Landsat 9,30
1527,0.00318403,SWIR1,Landsat 9,30
1528,0.00355008,SWIR1,Landsat 9,30
1529,0.00395633,SWIR1,Landsat 9,30
1530,0.00441957,SWIR1,Landsat 9,30
1531,0.00496607,SWIR1,Landsat 9,30
1532,0.00552726,SWIR1,Landsat 9,30
1533,0.00624686,SWIR1,Landsat 9,30
1534,0.00699085,SWIR1,Landsat 9,30
1535,0.00791399,SWIR1,Landsat 9,30
1536,0.00878794,SWIR1,Landsat 9,30
1537,0.0095772,SWIR1,Landsat 9,30
1538,0.01062994,SWIR1,Landsat 9,30
1539,0.01208038,SWIR1,Landsat 9,30
1540,0.01363731,SWIR1,Landsat 9,30
1541,0.01564604,SWIR1,Landsat 9,30
1542,0.01773277,SWIR1,Landsat 9,30
1543,0.02050976,SWIR1,Landsat 9,30
1544,0.02335322,SWIR1,Landsat 9,30
1545,0.02701552,SWIR1,Landsat 9,30
1546,0.03067782,SWIR1,Landsat 9,30
1547,0.03585456,SWIR1,Landsat 9,30
1548,0.04147628,SWIR1,Landsat 9,30
1549,0.04862727,SWIR1,Landsat 9,30
1550,0.05693988,SWIR1,Landsat 9,30
1551,0.0665569,SWIR1,Landsat 9,30
1552,0.07723074,SWIR1,Landsat 9,30
1553,0.08889236,SWIR1,Landsat 9,30
1554,0.10460974,SWIR1,Landsat 9,30
1555,0.12268095,SWIR1,Landsat 9,30
1556,0.1425285,SWIR1,Landsat 9,30
1557,0.16716501,SWIR1,Landsat 9,30
1558,0.19407988,SWIR1,Landsat 9,30
1559,0.22691402,SWIR1,Landsat 9,30
1560,0.26105624,SWIR1,Landsat 9,30
1561,0.30004618,SWIR1,Landsat 9,30
1562,0.33936566,SWIR1,Landsat 9,30
1563,0.38840884,SWIR1,Landsat 9,30
1564,0.43883842,SWIR1,Landsat 9,30
1565,0.49500111,SWIR1,Landsat 9,30
1566,0.54953849,SWIR1,Landsat 9,30
1567,0.60172623,SWIR1,Landsat 9,30
1568,0.65151227,SWIR1,Landsat 9,30
1569,0.69925785,SWIR1,Landsat 9,30
1570,0.74280465,SWIR1,Landsat 9,30
1571,0.78431123,SWIR1,Landsat 9,30
1572,0.81647187,SWIR1,Landsat 9,30
1573,0.8476572,SWIR1,Landsat 9,30
1574,0.86943054,SWIR1,Landsat 9,30
1575,0.88958013,SWIR1,Landsat 9,30
1576,0.90365207,SWIR1,Landsat 9,30
1577,0.91621089,SWIR1,Landsat 9,30
1578,0.92594534,SWIR1,Landsat 9,30
1579,0.93301046,SWIR1,Landsat 9,30
1580,0.93747759,SWIR1,Landsat 9,30
1581,0.94050515,SWIR1,Landsat 9,30
1582,0.94241244,SWIR1,Landsat 9,30
1583,0.94408292,SWIR1,Landsat 9,30
1584,0.94547117,SWIR1,Landsat 9,30
1585,0.94619197,SWIR1,Landsat 9,30
1586,0.94624329,SWIR1,Landsat 9,30
1587,0.94625497,SWIR1,Landsat 9,30
1588,0.94622612,SWIR1,Landsat 9,30
1589,0.94606429,SWIR1,Landsat 9,30
1590,0.94574815,SWIR1,Landsat 9,30
1591,0.94553393,SWIR1,Landsat 9,30
1592,0.94558442,SWIR1,Landsat 9,30
1593,0.94582468,SWIR1,Landsat 9,30
1594,0.94627059,SWIR1,Landsat 9,30
1595,0.94634467,SWIR1,Landsat 9,30
1596,0.94768435,SWIR1,Landsat 9,30
