Category,ComponentName,ComponentLicense,ConflictingComponentName,ConflictingComponentLicense,ConflictingLicenseTerm,TermValue,ConflictingTermValue,TermDescription,ConflictingTermDescription
LEGAL,arez:processor 0.54,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.54,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.55,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.55,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.56,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.56,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.57,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.57,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,avro4s-json 1.8.3,MIT License,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,axion-release-plugin 1.9.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Axon Framework Spring Support 3.1.3,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Axon Metrics 3.1.3,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,axonhub-grpc-proto 1.0-beta3,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,com.springsource.org.apache.axis 1.4.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,GroupBy - API - Java - Flux 2.5.33,MIT License,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,GroupBy - API - Java - Flux 2.5.34,MIT License,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,jolokia-core 1.5.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,jolokia-jvm 1.5.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,json-simple 1.1.1,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
